scalar,RGB_r,RGB_g,RGB_b
0.0,0.334790850135,0.283084370265,0.756495219864
0.00787401574803,0.340383229898,0.294674888953,0.761676749207
0.0157480314961,0.346094613054,0.306161797186,0.766764834884
0.0236220472441,0.351926394234,0.317556831388,0.771760355658
0.0314960629921,0.357879880114,0.328870018638,0.776664217428
0.0393700787402,0.363956292484,0.340109973404,0.781477352735
0.0472440944882,0.370156771461,0.351284132638,0.786200720274
0.0551181102362,0.376482378812,0.362398944018,0.790835304433
0.0629921259843,0.382934101368,0.373460018138,0.795382114844
0.0708661417323,0.389512854478,0.384472252634,0.799842185948
0.0787401574803,0.396219485496,0.395439934235,0.804216576577
0.0866141732283,0.403054777261,0.406366823302,0.808506369555
0.0944881889764,0.410019451563,0.417256224321,0.812712671303
0.102362204724,0.41711417255,0.428111045077,0.816836611473
0.110236220472,0.424339550081,0.438933846604,0.820879342584
0.11811023622,0.431696143,0.449726885587,0.82484203968
0.125984251969,0.43918446231,0.460492150542,0.828725899998
0.133858267717,0.446804974244,0.471231392828,0.832532142652
0.141732283465,0.454558103225,0.481946153359,0.83626200833
0.149606299213,0.462444234692,0.492637785695,0.839916759006
0.157480314961,0.470463717804,0.503307476101,0.84349767766
0.165354330709,0.478616868009,0.513956261018,0.847006068021
0.173228346457,0.486903969469,0.524585042347,0.850443254314
0.181102362205,0.495325277353,0.535194600863,0.853810581025
0.188976377953,0.503881019988,0.545785608018,0.857109412676
0.196850393701,0.512571400863,0.556358636368,0.860341133618
0.204724409449,0.521396600512,0.566914168806,0.863507147827
0.212598425197,0.530356778243,0.577452606755,0.866608878724
0.220472440945,0.539452073748,0.587974277473,0.869647769
0.228346456693,0.54868260858,0.598479440565,0.872625280451
0.236220472441,0.558048487505,0.608968293815,0.875542893833
0.244094488189,0.567549799739,0.619440978415,0.878402108721
0.251968503937,0.577186620061,0.629897583666,0.881204443383
0.259842519685,0.586959009831,0.640338151215,0.883951434666
0.267716535433,0.596867017888,0.650762678877,0.886644637889
0.275590551181,0.606910681364,0.661171124098,0.889285626752
0.283464566929,0.617090026393,0.671563407091,0.891875993248
0.291338582677,0.627405068738,0.681939413686,0.894417347592
0.299212598425,0.63785581434,0.692298997923,0.896911318158
0.307086614173,0.648442259777,0.702641984421,0.899359551419
0.314960629921,0.659164392663,0.712968170536,0.901763711906
0.322834645669,0.670022191978,0.723277328342,0.904125482166
0.330708661417,0.681015628331,0.733569206445,0.906446562732
0.338582677165,0.692144664168,0.743843531648,0.908728672103
0.346456692913,0.703409253931,0.75410001049,0.910973546726
0.354330708661,0.714809344163,0.764338330659,0.913182940983
0.362204724409,0.726344873574,0.774558162299,0.915358627191
0.370078740157,0.738015773059,0.78475915922,0.917502395601
0.377952755906,0.749821965689,0.794940960021,0.919616054399
0.385826771654,0.761763366659,0.805103189135,0.921701429722
0.393700787402,0.773839883213,0.815245457794,0.923760365659
0.40157480315,0.78605141454,0.825367364939,0.925794724271
0.409448818898,0.798397851642,0.835468498063,0.927806385603
0.417322834646,0.810879077187,0.845548434003,0.929797247694
0.425196850394,0.82349496534,0.855606739684,0.931769226597
0.433070866142,0.836245381575,0.865642972815,0.933724256386
0.44094488189,0.849130182477,0.875656682547,0.935664289163
0.448818897638,0.862149215529,0.885647410097,0.937591295069
0.456692913386,0.87530231889,0.895614689331,0.939507262279
0.464566929134,0.888589321163,0.905558047319,0.941414196999
0.472440944882,0.902010041153,0.915477004869,0.943314123452
0.48031496063,0.915564287627,0.925371077026,0.945209083856
0.488188976378,0.929251859061,0.935239773554,0.947101138398
0.496062992126,0.943072543388,0.945082599392,0.948992365186
0.503937007874,0.948335135845,0.94410589912,0.941206263107
0.511811023622,0.944953905845,0.932316175543,0.923838338274
0.51968503937,0.941588846806,0.920508867452,0.90660000774
0.527559055118,0.938237096565,0.908683986316,0.889492855303
0.535433070866,0.934895881031,0.896841511821,0.872518442999
0.543307086614,0.931562513212,0.884981389929,0.855678311257
