scalar,RGB_r,RGB_g,RGB_b
0.0,0.0,0.0,0.0
0.00787401574803,0.0250955490275,0.00756386638716,0.00423085832234
0.0157480314961,0.049428939913,0.0151277327743,0.00846171664468
0.0236220472441,0.0686494609298,0.0226915991615,0.012692574967
0.0314960629921,0.0843959109246,0.0302554655486,0.0169234332894
0.0393700787402,0.0979780801621,0.0378193319358,0.0211542916117
0.0472440944882,0.110052228396,0.0451381053625,0.025385149934
0.0551181102362,0.121001304945,0.0517809710288,0.0296160082564
0.0629921259843,0.131175898236,0.0578245848412,0.0338530907538
0.0708661417323,0.141790445067,0.0627055351765,0.0381647125365
0.0787401574803,0.153051228641,0.0664029381671,0.04250590969
0.0866141732283,0.16472940524,0.0693660103328,0.0466281437468
0.0944881889764,0.176546944444,0.07224601036,0.0504709172964
0.102362204724,0.188491614154,0.0750558086774,0.0540690057584
0.110236220472,0.200557044906,0.077796156872,0.0574513066652
0.11811023622,0.212737746412,0.0804676836127,0.0606410149051
0.125984251969,0.225028935221,0.083070906096,0.0636570586064
0.133858267717,0.237426402187,0.0856062395626,0.0665151017517
0.141732283465,0.24992640953,0.0880740052189,0.0692282630264
0.149606299213,0.262525610123,0.0904744368298,0.0718076430799
0.157480314961,0.275220983611,0.0928076861887,0.0742627189891
0.165354330709,0.288009785418,0.0950738276315,0.076601644538
0.173228346457,0.300889505671,0.0972728617284,0.0788314823327
0.181102362205,0.313857868453,0.0994047107365,0.0809580082217
0.188976377953,0.326908502075,0.101470242914,0.0830370283862
0.196850393701,0.340036038603,0.103470172048,0.0851188180652
0.204724409449,0.353239554995,0.105404159495,0.0872034302254
0.212598425197,0.366518120096,0.107271812164,0.089290913568
0.220472440945,0.379870800681,0.109072681976,0.0913813128498
0.228346456693,0.393296666193,0.110806265069,0.0934746691773
0.236220472441,0.406794792453,0.112472000713,0.095571020275
0.244094488189,0.420364264538,0.114069269954,0.0976704007319
0.251968503937,0.434004179014,0.115597393962,0.0997728422271
0.259842519685,0.447713645625,0.11705563208,0.101878373738
0.267716535433,0.461491788569,0.118443179542,0.103987021729
0.275590551181,0.47533774743,0.119759164862,0.106098810332
0.283464566929,0.489250677836,0.121002646846,0.108213761503
0.291338582677,0.503229751893,0.122172611211,0.110331895172
0.299212598425,0.517274158447,0.123267966773,0.112453229386
